visit_id,store_id,visit_date,daypart,shopper_id,shopper_type,wait_time_min,order_accurate,score_speed,score_service,score_cleanliness,overall_score,adj_score
CK-101837,S045,2026-04-26,morning,P14,professional,3.2,1,89.0,87.0,89.0,86.6,86.6
CK-101838,S046,2026-04-26,midday,P21,professional,9.7,1,68.0,78.0,79.0,79.5,79.5
CK-101839,S063,2026-04-26,evening,P17,professional,4.5,0,72.0,72.0,80.0,77.8,77.8
CK-101839,S063,2026-04-26,evening,P17,professional,4.5,0,72.0,72.0,80.0,77.8,77.8
CK-101840,S073,2026-04-26,evening,P25,professional,12.3,1,99.0,84.0,91.0,86.4,86.4
CK-101841,S079,2026-04-26,morning,P13,professional,5.1,1,80.0,88.0,84.0,89.7,89.7
CK-101841,S079,2026-04-26,morning,P13,professional,5.1,1,80.0,88.0,84.0,89.7,89.7
CK-101842,S090,2026-04-26,midday,P06,professional,3.3,1,69.0,74.0,74.0,72.8,72.8
CK-101843,S092,2026-04-26,morning,P26,professional,12.5,1,78.0,84.0,87.0,84.5,84.5
CK-101844,S100,2026-04-26,midday,P18,professional,6.0,1,89.0,98.0,92.0,94.3,94.3
CK-101845,S105,2026-04-26,evening,P17,professional,8.0,1,76.0,72.0,62.0,69.5,69.5
CK-101846,S112,2026-04-26,evening,P01,professional,8.5,1,70.0,71.0,78.0,73.0,73.0
CK-101847,S006,2026-04-27,evening,P23,professional,6.2,1,73.0,76.0,80.0,76.0,76.0
CK-101848,S012,2026-04-27,morning,P01,professional,2.8,0,66.0,88.0,76.0,74.7,74.7
CK-101849,S021,2026-04-27,evening,P03,professional,13.3,1,69.0,71.0,76.0,66.6,66.6
CK-101850,S027,2026-04-27,morning,P05,professional,1.6,1,74.0,85.0,78.0,77.3,77.3
CK-101850,S027,2026-04-27,morning,P05,professional,1.6,1,74.0,85.0,78.0,77.3,77.3
CK-101851,S042,2026-04-27,midday,P02,professional,3.3,1,77.0,83.0,72.0,76.0,76.0
CK-101852,S045,2026-04-27,evening,P10,professional,7.4,1,90.0,89.0,78.0,84.7,84.7
CK-101853,S050,2026-04-27,midday,P24,professional,4.3,1,75.0,80.0,75.0,71.8,71.8
CK-101854,S060,2026-04-27,morning,P12,professional,2.9,1,72.0,78.0,69.0,75.7,75.7
CK-101855,S063,2026-04-27,evening,P26,professional,14.8,1,76.0,78.0,69.0,75.5,75.5
CK-101855,S063,2026-04-27,evening,P26,professional,14.8,1,76.0,78.0,69.0,75.5,75.5
CK-101856,S069,2026-04-27,evening,P28,professional,3.8,1,86.0,84.0,77.0,82.7,82.7
CK-101857,S072,2026-04-27,evening,P12,professional,8.7,0,66.0,63.0,66.0,72.5,72.5
CK-101858,S081,2026-04-27,midday,P14,professional,7.3,1,99.0,92.0,93.0,94.3,94.3
CK-101859,S082,2026-04-27,evening,P30,professional,8.1,1,83.0,80.0,73.0,77.6,77.6
CK-101860,S094,2026-04-27,morning,P16,professional,2.9,1,88.0,83.0,87.0,86.7,86.7
CK-101861,S110,2026-04-27,evening,P05,professional,11.2,1,69.0,73.0,80.0,78.8,78.8
CK-101862,S001,2026-04-28,midday,P17,professional,4.7,1,79.0,80.0,91.0,79.8,79.8
CK-101863,S004,2026-04-28,morning,P19,professional,2.0,1,84.0,81.0,75.0,75.1,75.1
CK-101864,S009,2026-04-28,morning,P19,professional,5.2,1,73.0,67.0,77.0,75.4,75.4
CK-101865,S010,2026-04-28,evening,P16,professional,6.4,1,74.0,70.0,72.0,71.8,71.8
CK-101866,S014,2026-04-28,morning,P16,professional,6.6,1,76.0,89.0,89.0,87.7,87.7
CK-101867,S022,2026-04-28,midday,P25,professional,4.3,1,92.0,76.0,91.0,82.5,82.5
CK-101868,S028,2026-04-28,midday,P04,professional,4.8,1,85.0,79.0,84.0,84.1,84.1
CK-101869,S033,2026-04-28,morning,P19,professional,2.6,1,87.0,95.0,96.0,88.6,88.6
CK-101870,S038,2026-04-28,morning,P27,professional,17.3,1,84.0,70.0,72.0,73.7,73.7
CK-101871,S044,2026-04-28,evening,P14,professional,5.4,1,78.0,80.0,79.0,80.0,80.0
CK-101872,S066,2026-04-28,morning,P25,professional,4.6,0,85.0,83.0,83.0,88.9,88.9
CK-101873,S067,2026-04-28,morning,P10,professional,2.4,1,74.0,73.0,68.0,72.5,72.5
CK-101873,S067,2026-04-28,morning,P10,professional,2.4,1,74.0,73.0,68.0,72.5,72.5
CK-101874,S075,2026-04-28,morning,P29,professional,11.0,1,77.0,85.0,84.0,85.4,85.4
CK-101874,S075,2026-04-28,morning,P29,professional,11.0,1,77.0,85.0,84.0,85.4,85.4
CK-101875,S085,2026-04-28,morning,P15,professional,2.0,1,76.0,77.0,79.0,78.2,78.2
CK-101876,S087,2026-04-28,morning,P11,professional,2.3,1,88.0,84.0,89.0,84.4,84.4
CK-101876,S087,2026-04-28,morning,P11,professional,2.3,1,88.0,84.0,89.0,84.4,84.4
CK-101877,S088,2026-04-28,morning,P01,professional,5.5,1,94.0,86.0,83.0,85.0,85.0
CK-101878,S095,2026-04-28,morning,P02,professional,3.5,1,81.0,80.0,72.0,78.2,78.2
CK-101878,S095,2026-04-28,morning,P02,professional,3.5,1,81.0,80.0,72.0,78.2,78.2
CK-101879,S097,2026-04-28,midday,P18,professional,3.5,1,61.0,69.0,63.0,67.9,67.9
CK-101880,S099,2026-04-28,morning,P21,professional,3.6,1,81.0,91.0,75.0,81.7,81.7
CK-101880,S099,2026-04-28,morning,P21,professional,3.6,1,81.0,91.0,75.0,81.7,81.7
CK-101881,S110,2026-04-28,midday,P30,professional,10.7,1,75.0,84.0,78.0,80.2,80.2
CK-101882,S111,2026-04-28,midday,P25,professional,11.7,1,82.0,84.0,85.0,83.6,83.6
CK-101882,S111,2026-04-28,midday,P25,professional,11.7,1,82.0,84.0,85.0,83.6,83.6
CK-101883,S018,2026-04-29,evening,P26,professional,4.4,1,63.0,61.0,71.0,71.3,71.3
CK-101884,S020,2026-04-29,evening,P10,professional,4.0,1,77.0,77.0,68.0,72.3,72.3
CK-101885,S031,2026-04-29,midday,P13,professional,3.2,0,84.0,79.0,78.0,79.4,79.4
CK-101885,S031,2026-04-29,midday,P13,professional,3.2,0,84.0,79.0,78.0,79.4,79.4
CK-101886,S034,2026-04-29,evening,P05,professional,6.8,1,69.0,72.0,67.0,66.8,66.8
CK-101887,S040,2026-04-29,evening,P17,professional,5.5,1,60.0,72.0,66.0,68.7,68.7
CK-101888,S047,2026-04-29,midday,P11,professional,3.4,1,75.0,75.0,78.0,75.6,75.6
CK-101888,S047,2026-04-29,midday,P11,professional,3.4,1,75.0,75.0,78.0,75.6,75.6
CK-101889,S048,2026-04-29,morning,P17,professional,7.9,1,82.0,77.0,84.0,79.8,79.8
CK-101890,S050,2026-04-29,midday,P29,professional,5.0,1,73.0,77.0,78.0,74.4,74.4
CK-101891,S083,2026-04-29,midday,P27,professional,5.1,1,76.0,87.0,75.0,74.9,74.9
CK-101891,S083,2026-04-29,midday,P27,professional,5.1,1,76.0,87.0,75.0,74.9,74.9
CK-101892,S086,2026-04-29,evening,P21,professional,15.7,1,75.0,70.0,67.0,68.3,68.3
CK-101893,S104,2026-04-29,midday,P11,professional,2.8,1,84.0,91.0,93.0,88.1,88.1
CK-101894,S114,2026-04-29,morning,P01,professional,5.2,1,73.0,74.0,66.0,71.4,71.4
CK-101895,S004,2026-04-30,morning,P27,professional,5.2,1,78.0,90.0,87.0,86.8,86.8
CK-101896,S010,2026-04-30,morning,P02,professional,6.6,1,69.0,76.0,71.0,73.9,73.9
CK-101897,S016,2026-04-30,midday,P09,professional,2.3,1,77.0,76.0,81.0,79.6,79.6
CK-101898,S024,2026-04-30,midday,P05,professional,3.2,1,62.0,71.0,72.0,69.7,69.7
CK-101899,S025,2026-04-30,midday,P19,professional,4.6,1,83.0,77.0,81.0,81.9,81.9
CK-101900,S029,2026-04-30,morning,P24,professional,4.1,1,74.0,78.0,79.0,76.3,76.3
CK-101901,S030,2026-04-30,evening,P17,professional,5.2,0,77.0,74.0,76.0,75.5,75.5
CK-101902,S039,2026-04-30,morning,P09,professional,3.4,1,72.0,75.0,68.0,70.5,70.5
CK-101902,S039,2026-04-30,morning,P09,professional,3.4,1,72.0,75.0,68.0,70.5,70.5
CK-101903,S044,2026-04-30,morning,P10,professional,2.9,0,84.0,78.0,79.0,79.4,79.4
CK-101904,S047,2026-04-30,morning,P07,professional,5.4,1,95.0,91.0,89.0,89.9,89.9
CK-101904,S047,2026-04-30,morning,P07,professional,5.4,1,95.0,91.0,89.0,89.9,89.9
CK-101905,S052,2026-04-30,evening,P09,professional,4.2,1,69.0,76.0,67.0,70.3,70.3
CK-101906,S054,2026-04-30,evening,P02,professional,2.8,1,66.0,66.0,56.0,63.9,63.9
CK-101907,S056,2026-04-30,evening,P18,professional,15.9,1,74.0,77.0,71.0,77.1,77.1
CK-101908,S059,2026-04-30,morning,P26,professional,3.6,1,78.0,70.0,70.0,74.5,74.5
CK-101908,S059,2026-04-30,morning,P26,professional,3.6,1,78.0,70.0,70.0,74.5,74.5
CK-101909,S060,2026-04-30,midday,P15,professional,5.3,1,79.0,72.0,72.0,77.7,77.7
CK-101910,S068,2026-04-30,midday,P12,professional,7.2,1,80.0,79.0,80.0,80.6,80.6
CK-101911,S076,2026-04-30,morning,P04,professional,6.6,1,71.0,74.0,84.0,79.8,79.8
CK-101912,S078,2026-04-30,evening,P08,professional,15.6,1,75.0,74.0,66.0,65.8,65.8
CK-101913,S084,2026-04-30,evening,P05,professional,5.0,1,65.0,75.0,68.0,71.0,71.0
CK-101914,S089,2026-04-30,midday,P14,professional,3.9,1,79.0,85.0,82.0,85.0,85.0
CK-101915,S093,2026-04-30,morning,P10,professional,2.1,1,55.0,61.0,53.0,59.9,59.9
CK-101916,S094,2026-04-30,evening,P15,professional,6.4,1,74.0,84.0,84.0,80.7,80.7
CK-101917,S101,2026-04-30,morning,P06,professional,8.0,1,84.0,92.0,84.0,86.5,86.5
CK-101918,S107,2026-04-30,morning,P11,professional,5.0,1,73.0,79.0,81.0,77.2,77.2
CK-101918,S107,2026-04-30,morning,P11,professional,5.0,1,73.0,79.0,81.0,77.2,77.2
CK-101919,S117,2026-04-30,evening,P02,professional,4.8,1,72.0,83.0,76.0,80.3,80.3
CK-101920,S120,2026-04-30,midday,P10,professional,3.2,1,83.0,83.0,90.0,89.1,89.1
CK-101921,S021,2026-05-01,evening,P08,professional,4.7,0,80.0,80.0,78.0,78.0,78.0
CK-101922,S023,2026-05-01,morning,P14,professional,4.9,1,84.0,85.0,83.0,81.8,81.8
CK-101923,S028,2026-05-01,evening,P05,professional,7.0,1,79.0,77.0,77.0,77.3,77.3
CK-101924,S030,2026-05-01,evening,P13,professional,3.9,1,89.0,91.0,84.0,87.5,87.5
CK-101925,S031,2026-05-01,evening,P14,professional,7.0,1,88.0,76.0,79.0,80.2,80.2
CK-101926,S042,2026-05-01,midday,P21,professional,1.5,1,78.0,67.0,71.0,74.3,74.3
CK-101927,S049,2026-05-01,midday,P05,professional,3.6,1,68.0,70.0,72.0,73.1,73.1
CK-101928,S063,2026-05-01,morning,P13,professional,2.5,1,79.0,90.0,90.0,91.3,91.3
CK-101929,S083,2026-05-01,evening,P06,professional,5.3,1,79.0,90.0,80.0,83.1,83.1
CK-101930,S084,2026-05-01,midday,P11,professional,6.7,1,55.0,69.0,55.0,63.2,63.2
CK-101931,S114,2026-05-01,evening,P13,professional,9.6,1,77.0,82.0,84.0,82.6,82.6
CK-101932,S117,2026-05-01,morning,P02,professional,6.3,1,77.0,72.0,78.0,79.2,79.2
CK-101933,S005,2026-05-02,midday,P09,professional,1.6,1,86.0,97.0,95.0,93.0,93.0
CK-101934,S016,2026-05-02,midday,P04,professional,4.9,1,82.0,76.0,69.0,78.3,78.3
CK-101935,S020,2026-05-02,morning,P20,professional,2.2,1,68.0,80.0,73.0,72.1,72.1
CK-101936,S024,2026-05-02,evening,P17,professional,5.7,1,65.0,68.0,74.0,71.8,71.8
CK-101937,S031,2026-05-02,morning,P23,professional,4.6,1,77.0,84.0,80.0,81.0,81.0
CK-101938,S038,2026-05-02,evening,P25,professional,1.8,1,72.0,81.0,78.0,80.5,80.5
CK-101939,S043,2026-05-02,midday,P28,professional,3.3,1,91.0,76.0,85.0,81.7,81.7
CK-101940,S049,2026-05-02,midday,P20,professional,3.8,1,78.0,77.0,83.0,80.1,80.1
CK-101941,S061,2026-05-02,evening,P25,professional,8.4,1,73.0,86.0,81.0,78.2,78.2
CK-101942,S064,2026-05-02,midday,P18,professional,5.8,1,90.0,87.0,94.0,86.7,86.7
CK-101943,S080,2026-05-02,midday,P05,professional,2.6,0,81.0,92.0,83.0,84.8,84.8
CK-101944,S081,2026-05-02,morning,P23,professional,4.5,1,86.0,77.0,79.0,82.5,82.5
CK-101945,S085,2026-05-02,midday,P24,professional,3.5,1,87.0,81.0,85.0,84.0,84.0
CK-101946,S087,2026-05-02,morning,P19,professional,2.9,1,75.0,74.0,85.0,79.6,79.6
CK-101947,S091,2026-05-02,midday,P15,professional,2.3,1,71.0,67.0,76.0,79.2,79.2
CK-101948,S093,2026-05-02,midday,P03,professional,4.1,1,83.0,92.0,87.0,87.5,87.5
CK-101949,S113,2026-05-02,evening,P08,professional,10.7,1,78.0,81.0,79.0,79.5,79.5
CK-101950,S115,2026-05-02,midday,P02,professional,6.6,0,77.0,82.0,89.0,81.6,81.6
CK-101951,S013,2026-05-03,evening,P22,professional,8.9,1,87.0,79.0,85.0,83.6,83.6
CK-101952,S017,2026-05-03,evening,P03,professional,6.4,1,74.0,75.0,77.0,72.1,72.1
CK-101953,S020,2026-05-03,evening,P21,professional,6.5,1,61.0,72.0,71.0,68.4,68.4
CK-101954,S025,2026-05-03,midday,P22,professional,5.2,1,88.0,88.0,92.0,86.7,86.7
CK-101955,S026,2026-05-03,midday,P16,professional,7.7,1,79.0,84.0,73.0,73.9,73.9
CK-101956,S035,2026-05-03,evening,P04,professional,7.4,1,75.0,79.0,70.0,74.7,74.7
CK-101957,S048,2026-05-03,midday,P25,professional,2.0,0,72.0,75.0,85.0,86.0,86.0
CK-101958,S053,2026-05-03,evening,P06,professional,4.5,1,78.0,78.0,76.0,77.7,77.7
CK-101959,S057,2026-05-03,morning,P12,professional,1.6,1,65.0,78.0,74.0,76.9,76.9
CK-101960,S060,2026-05-03,morning,P12,professional,3.4,1,74.0,70.0,71.0,73.7,73.7
CK-101961,S061,2026-05-03,midday,P05,professional,3.3,1,85.0,74.0,73.0,74.6,74.6
CK-101962,S069,2026-05-03,evening,P19,professional,2.4,1,76.0,92.0,85.0,85.1,85.1
CK-101963,S070,2026-05-03,evening,P25,professional,1.6,0,75.0,68.0,68.0,74.2,74.2
CK-101964,S071,2026-05-03,morning,P21,professional,5.8,1,68.0,82.0,79.0,78.7,78.7
CK-101965,S095,2026-05-03,evening,P30,professional,12.8,1,66.0,55.0,63.0,61.3,61.3
CK-101966,S007,2026-05-04,midday,P26,professional,4.7,1,67.0,66.0,69.0,70.2,70.2
CK-101967,S016,2026-05-04,evening,P07,professional,13.6,1,67.0,75.0,79.0,75.0,75.0
CK-101968,S030,2026-05-04,midday,P26,professional,4.1,1,92.0,89.0,81.0,86.7,86.7
CK-101969,S035,2026-05-04,morning,P13,professional,5.1,1,71.0,69.0,64.0,70.4,70.4
CK-101970,S048,2026-05-04,morning,P04,professional,5.4,1,85.0,77.0,79.0,78.0,78.0
CK-101971,S051,2026-05-04,evening,P06,professional,13.5,1,70.0,64.0,72.0,74.2,74.2
CK-101972,S052,2026-05-04,midday,P06,professional,2.1,1,74.0,81.0,75.0,77.8,77.8
CK-101973,S060,2026-05-04,midday,P18,professional,4.4,1,83.0,86.0,74.0,79.7,79.7
CK-101974,S069,2026-05-04,midday,P05,professional,2.7,1,78.0,78.0,74.0,76.5,76.5
CK-101975,S073,2026-05-04,evening,P06,professional,7.1,1,70.0,78.0,67.0,69.2,69.2
CK-101976,S004,2026-05-05,midday,P29,professional,3.2,1,68.0,78.0,72.0,76.2,76.2
CK-101977,S033,2026-05-05,morning,P03,professional,3.1,1,87.0,88.0,84.0,84.2,84.2
CK-101978,S045,2026-05-05,morning,P04,professional,8.8,1,80.0,76.0,76.0,79.2,79.2
CK-101979,S046,2026-05-05,midday,P14,professional,2.1,1,73.0,74.0,75.0,71.0,71.0
CK-101980,S059,2026-05-05,evening,P24,professional,4.7,1,68.0,70.0,66.0,70.3,70.3
CK-101981,S062,2026-05-05,midday,P17,professional,2.8,1,80.0,86.0,77.0,79.8,79.8
CK-101982,S063,2026-05-05,morning,P21,professional,4.2,1,78.0,79.0,73.0,75.5,75.5
CK-101983,S073,2026-05-05,midday,P30,professional,8.1,1,86.0,82.0,82.0,82.3,82.3
CK-101984,S087,2026-05-05,evening,P17,professional,11.8,1,72.0,82.0,69.0,75.4,75.4
CK-101985,S093,2026-05-05,morning,P16,professional,4.7,1,84.0,92.0,89.0,90.2,90.2
CK-101986,S097,2026-05-05,morning,P30,professional,1.7,0,77.0,74.0,77.0,76.9,76.9
CK-101987,S115,2026-05-05,morning,P28,professional,6.8,1,94.0,83.0,75.0,83.5,83.5
CK-101988,S014,2026-05-06,evening,P27,professional,6.8,1,74.0,69.0,69.0,70.8,70.8
CK-101989,S031,2026-05-06,midday,P05,professional,5.4,1,82.0,77.0,84.0,85.3,85.3
CK-101990,S041,2026-05-06,evening,P03,professional,7.7,1,84.0,81.0,72.0,76.4,76.4
CK-101991,S043,2026-05-06,morning,P05,professional,4.5,1,69.0,68.0,71.0,71.1,71.1
CK-101992,S052,2026-05-06,evening,P25,professional,3.9,1,82.0,87.0,76.0,77.0,77.0
CK-101993,S053,2026-05-06,morning,P25,professional,5.0,1,71.0,72.0,74.0,72.6,72.6
CK-101994,S074,2026-05-06,evening,P23,professional,6.9,1,68.0,72.0,71.0,69.0,69.0
CK-101995,S091,2026-05-06,midday,P01,professional,3.1,1,81.0,75.0,79.0,79.9,79.9
CK-101996,S095,2026-05-06,evening,P22,professional,4.8,1,71.0,86.0,70.0,74.9,74.9
CK-101997,S096,2026-05-06,evening,P25,professional,6.6,1,83.0,95.0,93.0,90.8,90.8
CK-101998,S098,2026-05-06,evening,P25,professional,6.7,1,77.0,84.0,76.0,76.8,76.8
CK-101999,S104,2026-05-06,evening,P26,professional,5.1,1,74.0,70.0,70.0,69.6,69.6
CK-102000,S111,2026-05-06,midday,P17,professional,4.3,1,89.0,79.0,85.0,83.0,83.0
CK-102001,S114,2026-05-06,midday,P29,professional,6.8,1,69.0,76.0,78.0,72.7,72.7
CK-102002,S118,2026-05-06,midday,P08,professional,7.8,1,86.0,75.0,79.0,80.2,80.2
CK-102003,S016,2026-05-07,midday,P17,professional,4.8,1,68.0,76.0,70.0,68.0,68.0
CK-102004,S019,2026-05-07,midday,P06,professional,3.7,1,100.0,97.0,100.0,96.5,96.5
CK-102005,S022,2026-05-07,morning,P18,professional,3.6,1,72.0,82.0,75.0,78.3,78.3
CK-102006,S023,2026-05-07,midday,P25,professional,2.5,1,78.0,83.0,73.0,77.4,77.4
CK-102007,S040,2026-05-07,midday,P07,professional,8.3,1,61.0,77.0,79.0,73.3,73.3
CK-102008,S058,2026-05-07,midday,P05,professional,2.5,1,72.0,70.0,73.0,66.1,66.1
CK-102009,S082,2026-05-07,evening,P01,professional,4.3,1,76.0,72.0,68.0,75.5,75.5
CK-102010,S088,2026-05-07,evening,P08,professional,2.9,1,85.0,81.0,69.0,75.1,75.1
CK-102011,S095,2026-05-07,morning,P18,professional,1.5,1,69.0,70.0,72.0,77.8,77.8
CK-102012,S107,2026-05-07,midday,P26,professional,3.9,0,80.0,81.0,87.0,83.2,83.2
CK-102013,S109,2026-05-07,evening,P25,professional,8.7,1,67.0,70.0,72.0,70.4,70.4
CK-102014,S003,2026-05-08,morning,P02,professional,4.9,1,88.0,72.0,78.0,81.1,81.1
CK-102015,S008,2026-05-08,evening,P08,professional,4.3,1,89.0,82.0,84.0,85.1,85.1
CK-102016,S012,2026-05-08,morning,P12,professional,4.0,1,79.0,76.0,77.0,77.9,77.9
CK-102017,S019,2026-05-08,evening,P02,professional,2.7,1,53.0,61.0,60.0,64.3,64.3
CK-102018,S025,2026-05-08,midday,P10,professional,4.2,1,76.0,74.0,68.0,68.5,68.5
CK-102019,S032,2026-05-08,evening,P10,professional,7.7,1,77.0,75.0,74.0,71.7,71.7
CK-102020,S037,2026-05-08,midday,P11,professional,4.4,1,91.0,78.0,85.0,88.2,88.2
CK-102021,S046,2026-05-08,evening,P13,professional,6.1,1,64.0,66.0,71.0,68.2,68.2
CK-102022,S050,2026-05-08,evening,P08,professional,3.6,1,72.0,63.0,69.0,71.5,71.5
CK-102023,S052,2026-05-08,morning,P09,professional,5.5,1,79.0,76.0,73.0,78.6,78.6
CK-102024,S061,2026-05-08,morning,P14,professional,3.9,1,80.0,81.0,83.0,82.1,82.1
CK-102025,S067,2026-05-08,evening,P13,professional,9.4,1,66.0,75.0,69.0,72.2,72.2
CK-102026,S082,2026-05-08,midday,P18,professional,3.7,1,80.0,80.0,75.0,77.7,77.7
CK-102027,S085,2026-05-08,midday,P05,professional,2.2,1,72.0,75.0,76.0,76.3,76.3
CK-102028,S086,2026-05-08,evening,P29,professional,3.2,1,58.0,58.0,73.0,63.3,63.3
CK-102029,S100,2026-05-08,evening,P07,professional,5.3,0,67.0,63.0,72.0,70.6,70.6
CK-102030,S101,2026-05-08,evening,P16,professional,7.0,1,86.0,90.0,82.0,87.0,87.0
CK-102031,S105,2026-05-08,morning,P17,professional,4.2,1,72.0,69.0,71.0,74.1,74.1
CK-102032,S109,2026-05-08,morning,P25,professional,2.7,1,80.0,80.0,78.0,83.1,83.1
CK-102033,S111,2026-05-08,morning,P22,professional,7.5,1,84.0,76.0,86.0,81.5,81.5
CK-102034,S116,2026-05-08,evening,P03,professional,3.5,1,82.0,90.0,76.0,82.4,82.4
CK-102035,S003,2026-05-09,morning,P10,professional,2.5,0,74.0,86.0,74.0,81.7,81.7
CK-102036,S009,2026-05-09,morning,P14,professional,3.5,1,73.0,69.0,70.0,72.9,72.9
CK-102037,S012,2026-05-09,midday,P04,professional,7.7,1,78.0,71.0,72.0,78.1,78.1
CK-102038,S017,2026-05-09,morning,P17,professional,4.9,1,79.0,84.0,80.0,80.5,80.5
CK-102039,S018,2026-05-09,evening,P02,professional,5.0,0,72.0,65.0,67.0,68.8,68.8
CK-102040,S039,2026-05-09,morning,P22,professional,3.7,1,82.0,87.0,91.0,85.5,85.5
CK-102041,S044,2026-05-09,evening,P29,professional,2.8,1,72.0,72.0,74.0,74.6,74.6
CK-102042,S047,2026-05-09,evening,P01,professional,6.6,1,79.0,89.0,93.0,83.1,83.1
CK-102043,S050,2026-05-09,morning,P05,professional,4.6,1,71.0,71.0,74.0,72.6,72.6
CK-102044,S055,2026-05-09,midday,P22,professional,2.8,1,72.0,72.0,64.0,64.6,64.6
CK-102045,S059,2026-05-09,morning,P27,professional,2.3,1,76.0,76.0,76.0,75.4,75.4
CK-102046,S063,2026-05-09,evening,P25,professional,10.1,1,88.0,71.0,86.0,80.6,80.6
CK-102047,S064,2026-05-09,morning,P12,professional,4.8,1,77.0,73.0,84.0,74.2,74.2
CK-102048,S074,2026-05-09,morning,P03,professional,3.3,0,70.0,72.0,74.0,73.9,73.9
CK-102049,S081,2026-05-09,midday,P25,professional,2.8,1,93.0,88.0,98.0,93.1,93.1
CK-102050,S099,2026-05-09,morning,P01,professional,2.8,1,79.0,88.0,83.0,83.8,83.8
CK-102051,S107,2026-05-09,evening,P24,professional,4.1,1,73.0,77.0,80.0,76.3,76.3
CK-102052,S119,2026-05-09,evening,P13,professional,5.4,1,70.0,52.0,67.0,67.2,67.2
CK-102053,S018,2026-05-10,morning,P19,professional,3.3,1,70.0,78.0,81.0,78.7,78.7
CK-102054,S027,2026-05-10,midday,P24,professional,6.1,0,73.0,85.0,76.0,82.3,82.3
CK-102055,S036,2026-05-10,morning,P04,professional,1.7,1,91.0,95.0,80.0,85.6,85.6
CK-102056,S042,2026-05-10,morning,P05,professional,5.6,1,83.0,69.0,81.0,81.8,81.8
CK-102057,S076,2026-05-10,evening,P18,professional,3.2,0,76.0,77.0,82.0,77.2,77.2
CK-102058,S080,2026-05-10,morning,P24,professional,6.8,1,84.0,71.0,77.0,74.2,74.2
CK-102059,S083,2026-05-10,evening,P21,professional,8.4,1,81.0,77.0,81.0,83.1,83.1
CK-102060,S087,2026-05-10,morning,P18,professional,6.4,1,86.0,82.0,84.0,81.1,81.1
CK-102061,S089,2026-05-10,morning,P29,professional,2.1,1,83.0,77.0,82.0,76.3,76.3
CK-102062,S100,2026-05-10,morning,P05,professional,2.8,1,84.0,84.0,82.0,79.4,79.4
CK-102063,S106,2026-05-10,evening,P04,professional,6.1,0,76.0,80.0,72.0,75.6,75.6
CK-102064,S108,2026-05-10,morning,P22,professional,6.0,1,75.0,65.0,68.0,66.7,66.7
CK-102065,S119,2026-05-10,morning,P29,professional,5.7,1,90.0,94.0,100.0,92.6,92.6
CK-102066,S001,2026-05-11,midday,P04,professional,2.3,1,85.0,85.0,82.0,80.9,80.9
CK-102067,S011,2026-05-11,evening,P29,professional,3.8,0,84.0,89.0,84.0,82.8,82.8
CK-102068,S029,2026-05-11,midday,P09,professional,4.3,1,73.0,79.0,74.0,76.1,76.1
CK-102069,S042,2026-05-11,evening,P09,professional,8.1,1,69.0,70.0,70.0,68.7,68.7
CK-102070,S045,2026-05-11,evening,P19,professional,6.9,1,69.0,68.0,63.0,69.3,69.3
CK-102071,S054,2026-05-11,morning,P11,professional,6.0,1,76.0,93.0,87.0,84.2,84.2
CK-102072,S055,2026-05-11,midday,P16,professional,3.8,1,73.0,75.0,75.0,76.1,76.1
CK-102073,S065,2026-05-11,morning,P03,professional,2.2,1,67.0,64.0,68.0,67.3,67.3
CK-102074,S072,2026-05-11,evening,P23,professional,11.7,0,69.0,81.0,78.0,72.1,72.1
CK-102075,S075,2026-05-11,evening,P25,professional,14.3,0,58.0,75.0,64.0,64.5,64.5
CK-102076,S085,2026-05-11,evening,P01,professional,4.2,1,69.0,82.0,80.0,74.2,74.2
CK-102077,S107,2026-05-11,morning,P26,professional,3.5,1,79.0,80.0,89.0,86.6,86.6
CK-102078,S002,2026-05-12,midday,P04,professional,2.4,1,76.0,80.0,68.0,77.3,77.3
CK-102079,S004,2026-05-12,morning,P30,professional,2.9,1,68.0,76.0,77.0,75.3,75.3
CK-102080,S012,2026-05-12,morning,P12,professional,5.4,0,73.0,78.0,82.0,77.9,77.9
CK-102081,S017,2026-05-12,evening,P20,professional,4.2,0,64.0,62.0,59.0,64.9,64.9
CK-102082,S018,2026-05-12,midday,P07,professional,5.6,1,80.0,71.0,80.0,77.9,77.9
CK-102083,S039,2026-05-12,morning,P17,professional,3.4,1,80.0,77.0,71.0,76.9,76.9
CK-102084,S041,2026-05-12,midday,P27,professional,5.2,1,74.0,71.0,67.0,73.0,73.0
CK-102085,S050,2026-05-12,evening,P16,professional,4.2,1,72.0,72.0,74.0,72.5,72.5
CK-102086,S051,2026-05-12,midday,P19,professional,2.7,0,66.0,57.0,63.0,60.9,60.9
CK-102087,S077,2026-05-12,morning,P10,professional,4.3,1,97.0,95.0,80.0,88.1,88.1
CK-102088,S088,2026-05-12,morning,P24,professional,3.1,1,81.0,75.0,71.0,78.9,78.9
CK-102089,S089,2026-05-12,evening,P10,professional,5.0,1,73.0,75.0,61.0,69.6,69.6
CK-102090,S091,2026-05-12,evening,P26,professional,7.5,1,82.0,82.0,78.0,81.7,81.7
CK-102091,S093,2026-05-12,evening,P04,professional,5.4,1,71.0,66.0,79.0,76.5,76.5
CK-102092,S097,2026-05-12,midday,P30,professional,3.1,1,83.0,78.0,70.0,76.7,76.7
